ID,Project/Plant Name,Status,Rated Power (kW),Discharge Duration at Rated Power (hrs),Storage Capacity (kWh),Applications.Bulk Energy Services (General Energy Applications).0,Applications.Bulk Energy Services (General Energy Applications).1,Applications.Bulk Energy Services (General Energy Applications).2,Applications.Ancillary Services.0,Applications.Ancillary Services.1,Applications.Ancillary Services.2,Applications.Ancillary Services.3,Applications.Ancillary Services.4,Applications.Ancillary Services.5,Applications.Transmission Infrastructure Services.0,Applications.Transmission Infrastructure Services.1,Applications.Distribution Infrastructure Services.0,Applications.Customer Energy Management Services (End-User Services).0,Applications.Customer Energy Management Services (End-User Services).1,Applications.Customer Energy Management Services (End-User Services).2,Applications.Customer Energy Management Services (End-User Services).3,Applications.Others.0,Paired Grid Resources,Description/Notes,URL,Country,City,County,State/Province,Street Address,Postal Code,Latitude,Longitude,Announced Date,Commissioned Date,Constructed Date,Decommissioned Date,Latest Update Date,Project Data Validated?,Grid Interconnection Level,Interconnection Type,ISO/RTO,System Operator,Utility Type,Utility ID,Number of Subsystems,Energy Storage Technology Provider,Power Electronics Provider,Installer,Developer,O&M Contractor,EPC 1,EPC 2,EPC 3,Ownership Model,Ownership Model (Other),Owner(s),Captial Expenditure - CAPEX (USD),Annual Operational Cost - OPEX (USD),Annual Maintenance or Warranty Cost (USD),Projected Payback Period (years),Debt Provider,Funding Source 1,Funding Source Amount 1 (USD),Funding Source 2,Funding Source Amount 2 (USD),Funding Source 3,Funding Source Amount 3 (USD),Contact Information: Name,Contact Information: Email Address,Contact Information: Phone Number,Subsystems.0.Subsystem Name,Subsystems.0.ID,Subsystems.0.Storage Device.Technology Broad Category,Subsystems.0.Storage Device.Technology Mid-Type,Subsystems.0.Storage Device.Technology Sub-Type,Subsystems.0.Storage Device.Storage Capacity (kWh),Subsystems.0.Storage Device.Round-trip Efficiency (%),Subsystems.0.Storage Device.Depth of Discharge (%),Subsystems.0.Storage Device.Warranty Lifetime (cycles),Subsystems.0.Storage Device.Warranty Lifetime (years),Subsystems.0.Storage Device.Storage Operating Temperature (deg C),Subsystems.0.Storage Device.Specific Energy (kWh/ton-metric),Subsystems.0.Storage Device.Energy Density (kWh/m^3),Subsystems.0.Storage Device.Footprint (m^2/MWh),Subsystems.0.Storage Device.Number of Cells,Subsystems.0.Power Conversion System.Rated Power (kW),Subsystems.0.Power Conversion System.Maximum Charge Power (kW),Subsystems.0.Power Conversion System.Maximum Discharge Power (kW),Subsystems.0.Power Conversion System.Overload Capability (%),Subsystems.0.Power Conversion System.Time Allowed for Overload (s),Subsystems.0.Power Conversion System.Ramping Rate (kW/min),Subsystems.0.Power Conversion System.Response Time (s),Subsystems.0.Power Conversion System.Nominal DC Voltage (kV),Subsystems.0.Power Conversion System.Nominal AC Voltage (kV),Subsystems.0.Power Conversion System.Nominal Frequency (Hz),Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) Low,Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) High,Subsystems.0.Power Conversion System.Number of Phases,Subsystems.0.Power Conversion System.Topology,Subsystems.0.Power Conversion System.Full Load Efficiency (%),Subsystems.0.Power Conversion System.Efficiency Degradation,Subsystems.0.Power Conversion System.Standby Energy Consumption (kWh),Subsystems.0.Power Conversion System.Lagging Power Factor Range,Subsystems.0.Power Conversion System.Leading Power Factor Range,Subsystems.0.Power Conversion System.Maximum Total Current Harmonic Distortion (%),Subsystems.0.Power Conversion System.Frequency Ride Through (FRT),Subsystems.0.Power Conversion System.Low Voltage Ride Through (LVRT),Subsystems.0.Power Conversion System.High Voltage Ride Through (HVRT),Subsystems.0.Power Conversion System.Warranty Lifetime (years),Subsystems.0.Balance of System.Transformer Rating,Subsystems.0.Balance of System.Transformer Configuration,Subsystems.0.Balance of System.Enclosure Operating Temperature (deg C),Subsystems.0.Balance of System.Operating Temperature (deg C),Subsystems.0.Balance of System.Communications,Subsystems.0.Balance of System.Enclosures,Subsystems.0.Balance of System.Controller Type
305,Extresol 1 Solar Power Plant,Operational,50000,7.5,375000,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,,,,,,,,,,,,,,,null,"Technology:	Parabolic trough Lat/Long Location:	 38??39?€? North, 6??44?€? West Land Area:	 200 hectares Solar Resource:	 2,168 kWh/m2/yr Source of Solar Resource:	Meteo Station  Construction Job-Years:	600 Annual O&amp;M Jobs:	40 PPA/Tariff Date:	 January 1, 2010 PPA/Tariff Type:	 Real Decreto 661/2007 PPA/Tariff Rate:	 27.0 Euro cents per kWh PPA/Tariff Period:	 25 years Project Type:	Commercial  Plant Configuration Solar Field Solar-Field Aperture Area:	 510,120 m?? # of Solar Collector Assemblies (SCAs):	 624 # of Loops:	 156 # of SCAs per Loop:	 4 SCA Aperture Area:	 817 m?? SCA Length:	 144 m # of Modules per SCA:	12 SCA Manufacturer (Model):	 UTE CT Extresol-1 (SENERTROUGH) Mirror Manufacturer (Model):	Flabeg (RP3) # of Heat Collector Elements (HCEs):	22,464 HCE Manufacturer (Model):	Schott (PTR 70) HCE Type (Length):	 Evacuated (4 m) Heat-Transfer Fluid Type:	Diphenyl/Biphenyl oxide Solar-Field Inlet Temp:	 293??C Solar-Field Outlet Temp:	 393??C Solar-Field Temp Difference:	 100??C  Power Block Turbine Capacity (Gross):	 50.0 MW Turbine Manufacturer:	Siemens (Germany) Output Type:	Steam Rankine Power Cycle Pressure:	 100.0 bar Cooling Method:	Wet cooling Cooling Method Description:	Cooling towers Turbine Efficiency:	 38.1% @ full load Annual Solar-to-Electricity Efficiency (Gross):	 16% Fossil Backup Type:	HTF heater Backup Percentage:	 12%  Thermal Storage Storage Type:	2-tank indirect Thermal Storage Description:	28,500 tons of molten salt. 1,010 MWh. Tanks are 14 m high and 36 m in diameter.",http://www.nrel.gov/csp/solarpaces/project_detail.cfm/projectID=10,Spain,Torre de Miguel Sesmero,null,Badajoz,null,null,38.6194489,-6.8,null,01-01-2010,03-10-2009,null,null,NO,null,null,,null,null,null,1,null,null,null,ACS/Cobra Group,Cobra,UTE CT Extresol-1: Cobra,Sener,null,Third-Party-Owned,null,ACS/Cobra Group,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,305.1,Thermal energy storage,Sensible heat,Molten salt,null,null,null,null,null,null,null,null,null,null,50000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
306,Shiura Wind Park 4.5 MW / 10.5 MWh BESS,Operational,4500,2.33,10485,Renewable Energy Time Shift (Firming),,,,,,,,,,,,,,,,,15.4 MW Wind Farm,"The first wind farm in Japan with an output fluctuation regulating system.  The wind farm has been operating commercially since 2009 with a total rated capacity of 15.4 MW output from the wind turbines combined with a lead acid battery system for output stabilization with a capacity of 4.5 MW: LL-W with a rated capacity of 10.5 MWh.  In the Tohoku-Area Japan, for the wind farm to be connected to the grid and sell the generated electricity to the utility, the output from the system must be kept within 10% of the rated output of the wind generation in a randomly selected 20 minute time range.  The LL-W is a specially developed VRLA(Valve Regulated Lead Acid) battery to be used at PSOC (Partial State of Charge suited for stabilizing the output fluctuation from the wind generation, and with an expected lifetime of 17 years.  As lead acid batteries are a cost efficient technology, especially combined with the long life of the LL-W which requires no major additional costs, such as replacements, the system contributes to the cost reduction of the overall project.",http://www.hitachi.com/rev/pdf/2011/r2011_01_104.pdf,Japan,Shiura,null,Aomori,null,null,41.054513,140.35,null,01-02-2010,null,null,null,NO,null,null,,null,null,null,1,Shin-Kobe Electric Machinery Co.,null,null,"Hitachi Power Solutions Co., Ltd.",null,null,null,null,Third-Party-Owned,null,Kuroshio Power,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,306.1,Electro-chemical battery and chemical storage,Lead-acid battery,Valve regulated lead-acid battery,null,null,null,null,null,null,null,null,null,null,4500,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
307,Presidio NAS Energy Storage System - American Electric Power,Operational,4000,8,32000,,,,Voltage Support,Operating Reserve (Non-Spinning),,,,,,,,,,,,Electric Supply Capacity,null,"The Big-Old Battery (BOB) is a 4 MW sulfur sodium battery providing backup power to the town of Presidio, Texas. Presidio currently operates with an aging transmission grid and is vulnerable to outages from the Texas plains' powerful electrical storms. BOB will fix this problem and do much more. Overall, BOB provides the following benefits:  -  Due to its quick response, the battery will address voltage fluctuations and momentary outages.   -  In the event of an outage on the radial transmission line providing power to Presidio, the battery can supply four megawatts of uninterrupted power for up to eight hours. This will also allow for a transfer of electricity sourcing from the Texas grid to that of neighboring Comisi??n Federal de Electricidad (CFE) during emergency situations. This process can often take several hours.  - The battery will allow for maintenance on the new transmission line being built from Marfa to Presidio without loss of electric service.      Watch 'ETT's Presidio NAS?? Battery: A Story of Technology, Tenacity and Teamwork' - http://www.youtube.com/watch?v=54_xP0NzY7M",http://www.ettexas.com/projects/docs/NaS_Battery_Overview.pdf,United States,Presidio,null,Texas,null,null,29.5607383,-104.37,01-09-2009,01-04-2010,null,null,null,NO,Transmission,null,ERCOT,null,Investor Owned,null,1,"NGK-Locke, Inc.",S&amp;C Electric Company,S&amp;C Electric Company,American Electric Power,S&amp;C Electric Company,S&amp;C Electric Company,null,null,Utility-Owned,null,Electric Transmission Texas (American Electric Power),null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,307.1,Electro-chemical battery and chemical storage,Sodium-based battery,Sodium-sulfur battery,null,null,null,null,null,null,null,null,null,null,4000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
308,Shanghai Caoxi 100kW/80KWh ESS,Operational,100,0.8,80,,,,Frequency Regulation,,,,,,,,,,,,,,null,"Relying on the advanced Fe battery technology, BYD ESS technology uses a modular, flexible design and can be easily tailored to meet a diverse set of customer needs. Up to now, BYD has a lot of successful cases of battery storage solutions from KW sized to MW sized system at home and abroad.",http://www.byd.com,China,caoxi,null,Shanghai,null,null,31.1744632,121.44,null,01-04-2010,null,null,null,NO,null,null,,null,null,null,1,BYD,null,null,null,null,null,null,null,Customer-Owned,null,Shanghai municipal Electric power company,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,308.1,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
309,100kW/80kWh For Shanghai Electric,Operational,100,0.8,80,,,,Operating Reserve (Supplementary),,,,,,,,,,,,,,null,"In 2010, the Shanghai electric 100kW ESS was used for the Shanghai World Expo. After the World Expo, the system was carried back to BYD and now it is used for micro-grid research.",http://www.byd.com/energy/reference_ess.htm,China,Pingshan,null,Shenzhen,null,null,23,114,null,01-04-2010,null,null,null,NO,null,null,,null,Federally Owned,null,1,BYD,null,null,null,null,null,null,null,Utility-Owned,null,Shanghai Electric Power Co.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,309.1,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
310,Av??e Pumped Hydro Storage Plant,Operational,185000,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"It pumps water from a height of 105 m above sea level near the village of Av??e to a height of 625 meters. The accumulation lake is close to the village of Kanalski vrh, it holds a little over 2 million cubic meters of water. The generator generates 185 MW when producing electricity and uses 180 MW when pumping water. The same turbine is used for pumping and generating electricity.",http://en.wikipedia.org/wiki/Av%C4%8De_Pumped_Storage_Plant,Slovenia,Av??e,null,Gorizia,null,null,46.0855,13.67,null,01-04-2010,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,HSE Group,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,310.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,185000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
311,Zhongsheng 100kW/60kWh ESS,Operational,100,0.6,60,,,,Frequency Regulation,,,,,,,,,,,,,,null,"Relying on the advanced Fe battery technology, BYD ESS technology uses a modular, flexible design and can be easily tailored to meet a diverse set of customer needs. Up to now, BYD has a lot of successful cases of battery storage solutions from KW sized to MW sized system at home and abroad.",http://www.byd.com,China,Nanjing,null,Jiangsu,null,null,32.060255,118.8,null,01-06-2010,null,null,null,NO,null,null,,null,null,null,1,BYD,null,null,null,null,null,null,null,Customer-Owned,null,Confidential,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,311.1,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
312,La Florida Solar Power Plant,Operational,49900,7.5,374250,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,,,,,,,,,,,,,,,null,"The La Florida plant has the capacity to generate 49.9 MW power, using parabolic trough collectors, enough to power 45,000 homes. It has been built to meet Spain's power consumption requirements through renewable sources. The plant is estimated to reduce more than 160,000 t of CO2 every year.  The plant is constituted in four parts - solar field, power block, thermal storage system and auxiliary systems.  The solar field comprises collector structure, mirrors, absorber tubes and thermal fluid system.  The length and absorption area of solar collector structures are 150 m and 822 m?? respectively. The power block features steam generator, steam turbine, condenser and cooling towers. The capacity of the turbine is 49.9 MW. The auxiliary system consists of water treatment plants, a fire protection system, a liquid natural gas station, emergency generators and a transformer substation.  The plant is built on an approximated rectangular surface of 220 ha, which is occupied by 672 parabolic trough collectors with 225,792 mirrors and 550,000 m?? of absorption area. It covers a surface equivalent to 220 soccer fields.",http://www.smartplanet.com/blog/smart-takes/spain-overtakes-us-in-solar-power-with-la-florida-plant/9014,Spain,Alvarado,null,Badajoz,null,null,38.814241,-6.84,null,01-06-2010,01-07-2008,null,null,NO,null,null,,null,null,null,1,null,null,null,Renovables SAMCA,Renovables SAMCA,null,null,null,Third-Party-Owned,null,Renovables SAMCA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,312.1,Thermal energy storage,Sensible heat,Molten salt,null,null,null,null,null,null,null,null,null,null,49900,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
313,Bonaire Wind-Diesel Hybrid,Operational,3000,0.8,2400,Renewable Energy Time Shift (Firming),,,Frequency Regulation,Operating Reserve (Spinning),,,,,,,,,,,,,Wind-diesel Power Plant,"Bonaire (pop. 14,500), a small island off the coast of Venezuela, is famous for its beautiful marine reefs, which are visited by 70,000 tourists every year. What many of the tourists don?€?t realize is that the majority of the electricity powering their needs comes from renewable energy. Yet for the residents of Bonaire, the switch from fossil-fueled to renewable energy systems has made a world of difference.  Like many Caribbean islands, Bonaire originally relied on diesel fuel to generate electricity for residents, with a peak demand of 11 MW. This fuel had to be shipped in from other nations, resulting in high electricity prices for Bonaire residents, along with uncertainty about when and how much prices might increase with changing fuel costs.",http://reneweconomy.com.au/caribbean-island-says-goodbye-diesel-hello-100-renewable-electricity-49930/,Netherlands,Kralendijk,null,Bonaire,null,null,12.1507,-68.28,null,01-08-2010,null,null,null,NO,Transmission,null,,null,Federally Owned,null,1,Saft,null,null,EcoPower Bonaire BV,null,null,null,null,Third-Party-Owned,null,EcoPower Bonaire BV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,313.1,Electro-chemical battery and chemical storage,Nickel-based battery,Nickel-cadmium battery,null,null,null,null,null,null,null,null,null,null,3000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
314,Fotonenboer 't Spieker Dairy Farm,Operational,10,8,80,Renewable Energy Time Shift,,,,,,,,,,,,Retail TOU Energy Charges,Resilience (Back-up Power),,,,PV Array,"A dairy farm with robotic milkers needs electricity virtually all day long. This energy comes from the sun, from solar panels on the roof. The energy is stored in a CellCube FB 10-100 vanadium redox flow storage system which is the size of a small sea container.   The photon farmer in Vierakker is a joint project developed by Courage, InnovatieNetzwerk, which was set up by the Dutch Ministry of Agriculture, Nature and food quality LNV. Further participants are Alliander, Trinergie and the province of Gelderland.",http://www.fotonenboer.nl,Netherlands,Vierakker,null,Gelderland,Heerlerweg 1,7233 SG,52.1013808,6.2430783,null,01-09-2010,01-08-2010,null,null,NO,Secondary Distribution,null,,null,Federally Owned,null,1,Gildemeister Energy Solutions,Gildemeister Energy Solutions,Trinergie,"Trinergie, Courage, InnovatieNetzwerk",Trinergie,null,null,null,Customer-Owned,null,'t Spieker Dairy Farm,null,null,null,null,null,Private/Third Party,null,Federal/National,null,null,null,null,null,null,Subsystem 1,314.1,Electro-chemical battery and chemical storage,Flow battery,Vanadium redox flow battery,null,null,null,null,null,null,null,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
315,Heimifeng Pumped Storage Power Station,Operational,1200000,0,0,Electric Energy Time Shift (Arbitrage),,,Operating Reserve (Spinning),,,,,,,,,,,,,,null,"The Heimifeng Pumped Storage Power Station is located in the hills 25 km (16 mi) north of Changsha in Hunan Province, China. It is a pumped-storage hydroelectric power station with an installed capacity of 1,200 MW. It was constructed between 2005 and 2009 with the generators being commissioned in 2009 and 2010. The station generates power by transferring water between an upper and lower reservoir. When energy demand is high, water from the upper reservoir is released and used to generate electricity before being discharged into the lower reservoir. During times of low demand, water from the lower reservoir is then pumped back up to replenish upper reservoir. This process allows the station to meet peak energy demand and it can go from standstill to operational in three minutes.",http://www.baju.com.cn/Web/Production/ProductionShow.asp?ID=42,China,Changsha,null,Hunan,null,null,28.228209,112.94,null,01-10-2010,01-05-2005,null,null,NO,Transmission,null,,null,null,null,1,Alstom,Dongfang,null,China Power Investment Corporation,Wuling Electric Power Co.,SinoHydro,HydroChina Zhongnan Engineering,China Gezhouba Group,Third-Party-Owned,null,China Power Investment Corporation,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,315.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,1200000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
316,Brooklyn Army Terminal Smart Grid Demonstration Project,Operational,100,4,400,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"NYCEDC's Brooklyn Army Terminal Smart Grid Demonstration Project, a partnership with Con Edison through the Dept. of Energy, integrates battery storage, solar PV, and building management systems. The system demonstrates the benefits of on-site renewable energy generation coupled with energy storage systems to reduce peak energy demands and offset energy costs.   http://www.nycedc.com/industry/clean-technology-energy",http://www.nycedc.com/program/smart-grid-brooklyn-army-terminal,United States,Brooklyn,null,New York,140 58th S,11220,40.6526006,-73.9497211,null,01-11-2010,null,null,null,NO,null,null,NYISO,null,Investor Owned,null,1,Hitachi,Princeton Power Systems,Future Energy Development; Kanta Electric; ABM Systems; Viridity Energy,New York City Economic Development Corporation,null,Plaza Construction,null,null,Customer-Owned,null,Confidential,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,316.1,Electro-chemical battery and chemical storage,Lead-acid battery,Valve regulated lead-acid battery,null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
