Project/Plant Name,status,technology_all,technology,rated power_kW,country,latitude,longitude,grid_level
Del Lago Academy (IES),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,United States,33.0982635,-117.1,null
Xianyou Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1200000,China,25.362094,118.69,Transmission
Carlsbad 7-Eleven Green Charge Networks Greenstation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,33.121631,-117.32,null
Golden Hills - NextEra Energy,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,30000,United States,37.6818745,-121.77,null
McHenry Battery Storage Project - EDF Renewable Energy,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,20000,United States,42.3039993,-88.4,Primary Distribution
Alachua County Library,Operational,Thermal energy storage,Latent heat,100,United States,29.65153375,-82.32156145,Secondary Distribution
The Zurich Dietikon 1 MW BESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Switzerland,47.4048128,8.56,Primary Distribution
Ponte Winery - Ice Energy,Operational,Thermal energy storage,Latent heat,60,United States,33.536932,-117.05,null
Tortilla Flats Restaurant - Ice Energy,Operational,Thermal energy storage,Latent heat,20,United States,40.573885,-122.37,null
Skyway Recreation Products - Ice Energy,Operational,Thermal energy storage,Latent heat,20,United States,40.6263796,-122.38,null
Sault Ste. Marie Energy Storage - Convergent + GE / IESO,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,7000,Canada,46.521858,-84.35,null
EPCC Thermal Storage: Valle Verde,Operational,Thermal energy storage,Latent heat,930,United States,31.753527,-106.37,null
BESS Neuhardenberg,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,5000,Germany,52.6016493,14.24,Primary Distribution
Stone Edge Farm Winery- All Iron Flow Battery (IFB),Operational,Electro-chemical battery and chemical storage,Flow battery,10,United States,38.5110803,-122.8473388,null
Mitsubishi UPS at CoreSite Santa Clara Data Center,Operational,Electro-chemical battery and chemical storage,,1500,United States,37.375202,-121.97,null
China EPRI 15 kW/19kWh Micro-grid,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,15,China,36,104,null
Toronto Zoo - Ice Energy,Operational,Thermal energy storage,Latent heat,15,Canada,43.824665,-79.18615097,null
Tunghai Green Transportation Management and Development / Low Carbon Demonstration Project,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,2,Taiwan,24.2332076,120.94,null
Technology Solutions for Wind Integration - Center For Commercialization of Electric Technology (CCET),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,33.5934104,-102.03,Transmission
Bailianhe Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1200000,China,30.6087078,115.56,Transmission
La Africana Solar Power Plant,Operational,Thermal energy storage,Sensible heat,50000,Spain,37.807018,-5.1,null
15 MW Energy Storage at Weiher Cogeneration Plant - STEAG GmbH,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,15000,Germany,49.2964517,7.35,Transmission
Alliant Energy - Solar Demonstration Project,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,43.15076665,-89.29613801,null
Monroe Community College CES Unit for Grid Support - DTE Energy,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,United States,41.916448,-83.47,Primary Distribution
Ice Energy project at 901 E Alosta Ave,Operational,Thermal energy storage,Latent heat,120,United States,34.1304633,-117.8879646,null
Ice Energy project at 701 E. Foothill Blvd,Operational,Thermal energy storage,Latent heat,120,United States,34.1344841,-117.8970195,null
Korea Electrotechnology Research Institute 250 kW,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,250,South Korea,35.227956,128.6818586,null
Kaua'i Dispatchable Solar Storage - 13 MW / 52MWh  - SolarCity,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,13000,United States,21.9661076,-159.57,null
Taft Botanical Gardens - SimpliPhi Power,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,10,United States,34,-119,null
Randolph-Macon College - Dominion Virginia Power,Operational,Electro-chemical battery and chemical storage,Flow battery,48,United States,38,-77,null
EnerVault Redox Flow Battery Demo Project,De-Commissioned,Electro-chemical battery and chemical storage,Flow battery,250,United States,37.526323,-120.8,Secondary Distribution
SCE Distributed Energy Storage Integration (DESI) Pilot 1,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2400,United States,33.78659,-117.88,Primary Distribution
PDE Smart Microgrid System,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,90,United States,33.97983212,-118.1429253,null
AllCell Chicago EV Charging Station,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,40,United States,42.0450722,-87.69,null
Pilbara Meta Maya Regional Aboriginal Corporation - EMC,Operational,Electro-chemical battery and chemical storage,,40,Australia,-20.3767008,118.5904727,null
"Axion PowerCube for PJM (New Castle, PA)",Operational,Electro-chemical battery and chemical storage,Lead-acid battery,500,United States,41,-80,Secondary Distribution
Aikang 35 kw/37 kWh Micro-Grid,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,35,China,32,121,null
Airbnb and kitHAUS Microgrid Pop Up House,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,5,United States,34,-118,null
Toshiba Unga Station TESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Japan,35.8563097,139.9,null
The Zhangbei Project - State Grid / Sparton Resources,Operational,Electro-chemical battery and chemical storage,Flow battery,2000,China,41.158557,114.72,null
S??wag - Bosch Community ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Germany,50.0597078,8.53,null
Laney College Green Charge Networks GreenStation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,37.7942491,-122.2607931,null
Merritt College Green Charge Networks GreenStation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,37.78901385,-122.1672324,null
Peralta College Green Charge Networks GreenStation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,37.7936847,-122.2612767,null
250 kWh Berkshire Farm (Anesco UK),Operational,Electro-chemical battery and chemical storage,,250,United Kingdom,51.4669939,-1.19,null
Bajina Basta Reversible Hydro Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,614000,Serbia,43.95559,19.45,null
164 W. Magnolia - Ice Energy,Operational,Thermal energy storage,Latent heat,8,United States,34.1780047,-118.32,null
Lancaster MOAH Green Charge Networks Greenstation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,34.69814135,-118.1418401,null
Escondido Energy Storage,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30000,United States,33.1192068,-117.09,null
Hiwassee Dam,Operational,Electro-mechanical energy storage,Pumped hydro storage,185000,United States,35.1134803,-84.06,Transmission
Redding Furniture and Mattress - Ice Energy,Operational,Thermal energy storage,Latent heat,40,United States,40.6085464,-122.38,null
EDF R&D Les Renardi??res Concept Grid ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,France,48.371189,2.84,Secondary Distribution
"Yokohama Works Energy Storage System - Sumitomo Electric Industries, Ltd.",Operational,Electro-chemical battery and chemical storage,Flow battery,1000,Japan,35,140,null
Fossil Ridge High School,Operational,Thermal energy storage,Latent heat,200,United States,40.512543,-105.02,Secondary Distribution
AES Kilroot Advancion Energy Storage Array,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,10000,United Kingdom,54.725289,-5.77,Primary Distribution
Jiangsu 100kW/400kWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,China,32.061707,118.76,null
Enel Chiaravalle Substation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,Italy,38.679329,16.41,Primary Distribution
CrystEna 1 MW Energy Storage System- Demansys Energy Inc.,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,39.8440027,-75.02,null
D??rverden 3 MW Battery Storage - Statkraft,Operational,Electro-chemical battery and chemical storage,,3000,Germany,52.8469714,9.23,null
Shanghai 50kW/50kWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,China,31.230416,121.47,null
Ice Energy project at 27200 Eucalyptus Ave,Operational,Thermal energy storage,Latent heat,20,United States,33.936265,-117.18646,null
AMS 50 MW Hybrid-Electric Buildings,Contracted,Electro-chemical battery and chemical storage,,50000,United States,34.0522342,-118.24,null
FerroSmartGrid - Regulation Node,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,50,Spain,37,-5,Secondary Distribution
Planta Solar 10 Solar Plant,Operational,Thermal energy storage,Heat thermal storage,11000,Spain,37.38604,-6.2,Transmission
Audi e-gas Project,Operational,Electro-chemical battery and chemical storage,Hydrogen storage,6000,Germany,53,8,null
IntelliStore 1000 - 1MWh Power Plant Balancing Power Optimization,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,Hungary,47.9059454,21.06,Transmission
Pueblo Air Cooled Run Test Facility - Calmac,Operational,Thermal energy storage,Latent heat,3517,United States,38.2821073,-104.52,null
Pueblo West Factory Building - Calmac,Operational,Thermal energy storage,Latent heat,3517,United States,38.2821073,-104.52,null
Woojin/Maxwell Daegu Line 2 - Jukjeon Station (224),Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,1050,South Korea,35.850752,128.54,null
Woojin/Maxwell Seoul Line 9 - COEX Station (929),Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,1870,South Korea,37.5172363,127.05,null
EnergyNest TES Pilot,Operational,Thermal energy storage,Sensible heat,100,United Arab Emirates,24.42748265,54.62348762,null
Crpna Hidroelektrana Capljina - ??apljina Pumped Hydro Storage - (Bosnia and Herzegovina),Operational,Electro-mechanical energy storage,Pumped hydro storage,420000,Bosnia and Herzegovina,43.0166042,17.81,Transmission
Th??ga-Demonstrationsprojekt Strom zu Gas - ITM Power plc,Operational,Electro-chemical battery and chemical storage,Hydrogen storage,320,Germany,50.1170757,8.74,Secondary Distribution
Everett MESA 1b Project - SNOPUD,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,47.936062,-122.25,Primary Distribution
Tianhuangping Pumped Storage Hydro Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1836000,China,30.638675,119.68,Transmission
Prudent Energy Corporation/CEPRI Zhangbei Vanadium Redox Battery Energy Storage System,Operational,Electro-chemical battery and chemical storage,Flow battery,500,China,41.158557,114.72,null
Minami Hayakita Substation Hokkaido Electric Power- Sumitomo,Operational,Electro-chemical battery and chemical storage,Flow battery,15000,Japan,43.0646147,141.35,null
Minami-Soma Substation - Tohoku Electric / Toshiba,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,40000,Japan,37.6421608,140.96,null
Stone Edge Farm Winery - Aquion Energy,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,30,United States,38.27134251,-122.4385839,Secondary Distribution
Charleston NaS Energy Storage Project - AEP ,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,1200,United States,38.3498195,-81.63,Primary Distribution
Dundalk Institute of Technology (DkIT) Wind Turbine Energy Storage - CALMAC ,Operational,Thermal energy storage,Latent heat,4560,Ireland,53.9830884,-6.4,null
New Orleans City Hall - PosiGen / SimpliPhi Power,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,10,United States,30,-90,Secondary Distribution
Hartley Nature Center,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,6,United States,46.8385968,-92.08302584,null
EPFL/Leclanche Distributed Electrical Systems Laboratory,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,720,Switzerland,46.5208057,6.58,null
Remote Off-Grid Container - Regional Queensland ,Operational,Electro-chemical battery and chemical storage,,2,Australia,-23.5263118,148.1618622,null
La Rance Tidal Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,240000,France,48.6180022,-2.02,Transmission
Andasol 1 CSP Solar Power Plant,Operational,Thermal energy storage,Sensible heat,50000,Spain,37.163714,-3.07,null
XinAo (ENN) 100kW/400kWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,China,40,117,null
Woojin/Maxwell Seoul Line 2 - Seocho Station (224),Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,2340,South Korea,37.49184,127.01,null
Woojin/Maxwell Incheon Line 1 - Technopark Station (I134),Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,2340,South Korea,37.3824125,126.66,null
Ice Energy project at 2143 Hilltop Dr ,Operational,Thermal energy storage,Latent heat,20,United States,40.57650552,-122.3580583,null
Ice Energy project at 2155 Hilltop Dr Ste A,Operational,Thermal energy storage,Latent heat,10,United States,40.5863563,-122.391675,null
Ice Energy project at 2131 Hilltop Dr ,Operational,Thermal energy storage,Latent heat,10,United States,40.57672138,-122.3580521,null
Tallaght Smart Grid Testbed: Lithium Ion Battery,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,300,Ireland,53,-6,null
Tallaght Smart Grid Testbed: Ultracapacitors,Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,0,Ireland,53.3497645,-6.2602732,null
ALTAIS,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,120,Martinique,15,-61,null
El Hierro Hydro-Wind Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,11300,Spain,27.795065,-17.92,Primary Distribution
Star Island Microgrid,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,600,United States,42.9765042,-70.61,null
Supcon Power Tower Solar Project,Operational,Thermal energy storage,Sensible heat,10000,China,37.369436,97.36,null
Domino's Pizza 135kW / 135kWh Tesla Powerwall,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,135,Australia,-33.7531,150.84,null
Lewiston Pump-Generating Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,240000,United States,43.142984,-79.02,Transmission
Muju pumped storage power plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,600000,South Korea,36.0068191,127.66,Transmission
Aquion AHI at Redwood Gate Ranch,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,15,United States,38.4497134,-123.12,null
Wind Energy Institute of Canada Wind R&D Park and Storage System for Innovation in Grid Integration,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,1000,Canada,47.055645,-64,Secondary Distribution
Planta Solar 20 Solar Power Plant (PS 20),Operational,Thermal energy storage,Heat thermal storage,20000,Spain,37.38604,-6.2,Transmission
Enel Puglia ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,Italy,41.4621984,15.54,Primary Distribution
Black & Veatch World Headquarters Microgrid System,Operational,Electro-chemical battery and chemical storage,,200,United States,38.92448315,-94.65568564,null
CLPCCD - Utility Infrastructure Project,Operational,Thermal energy storage,Latent heat,890,United States,37.6396128,-122.1,null
KIER/Jeju Island Vanadium Redox Battery Project,Operational,Electro-chemical battery and chemical storage,Flow battery,100,South Korea,33.4996213,126.53,null
Kansas City Green Impact Zone SmartGrid - Kansas City Power and Light,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,39.0402879,-94.57,Primary Distribution
Sancheong Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,700000,South Korea,35.4155885,127.87,Transmission
90 kW / 180 kWh Santa Cruz County Building - Green Charge Networks,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,90,United States,36.97879656,-122.0208881,Secondary Distribution
Enel Isernia Smart Grid Project,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Italy,41.5922026,14.32,Secondary Distribution
Shore Hotel Green Charge Networks GreenStation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,34.0125238,-118.4956258,Secondary Distribution
Clique Solar Solar Thermal HVAC System,Operational,Thermal energy storage,Sensible heat,175,India,28.4828339,77.52,null
PowerStream Penetanguishene Microgrid,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,750,Canada,44.7687678,-79.93,null
Pushihe Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1200000,China,40.0005,124.35,Transmission
La Dehesa Solar Power Plant,Operational,Thermal energy storage,Sensible heat,49900,Spain,38.959432,-6.46,null
Wholefood Signage System,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,39,-121,null
Tallangatta Integrated Community Centre,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,16,Australia,-36.2165804,147.18,null
Bethel Park High School,Operational,Thermal energy storage,Latent heat,375,United States,40.3362589,-80.05,Secondary Distribution
Clay Terrace Plug-In Ecosystem,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,75,United States,39.978371,-86.12,null
"Off-Grid Installation in Regional Queensland, Australia",Operational,Electro-chemical battery and chemical storage,,5,Australia,-23.6036388,146.1241529,null
Carthage Water & Electric Plant,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,100,United States,37,-94,Secondary Distribution
SCE LM6000 Hybrid EGT - Center,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,10000,United States,33.9022367,-118.08,null
Zhongdianpurui 100kW/400kWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,China,40.824418,114.89,null
Helms Pumped Hydro Storage Project,Operational,Electro-mechanical energy storage,Pumped hydro storage,1212000,United States,37.039152,-118.96,Transmission
Borrego Springs Microgrid - SDG&E ,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,United States,33.2558717,-116.38,Primary Distribution
Clean Energy Storage: Centralia College,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,5,United States,46.7153384,-122.96,null
Enel Ventotene Project - Siemens,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,300,Italy,40.7983097,13.43,null
Seeo Inc. Solid State Batteries for Grid-Scale Energy Storage,De-Commissioned,Electro-chemical battery and chemical storage,Lithium-ion battery,100,United States,37.6688205,-122.08,null
Alcatraz Island Microgrid ,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,400,United States,37.8269775,-122.42,null
SCE Catalina Island Energy Storage,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,1000,United States,33.3397913,-118.31,Primary Distribution
Kasai Green Energy Park - Panasonic,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,288,Japan,34.9279363,134.84,null
Endesa STORE: La Palma Project - Ingeteam,Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,4000,Spain,28.6629785,-17.79,null
Qinous Demonstrator Site - Aquion,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,20,Germany,52,14,null
Shanghai Pujiang 50kW/160kWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,China,30.9982268,121.43,null
Southern Grid Baoqing Plant Phase 1 - BYD,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,3000,China,22.543099,114.06,null
AES Tait Battery Array,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,20000,United States,39.7256182,-84.21,Transmission
Endesa STORE: Gran Canaria Project,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Spain,27.9822218,-15.78,Secondary Distribution
Ice Energy project at 10661 Business Dr.,Operational,Thermal energy storage,Latent heat,20,United States,34.05986265,-117.5092538,null
TransGrid iDemand,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,Australia,-33.8243541,150.83,Transmission
Illinois Institute of Technology RDSI Perfect Power Demonstration - EnSync Energy (formerly ZBB),Operational,Electro-chemical battery and chemical storage,Flow battery,250,United States,42,-88,null
NGK-Chugoku Electric,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,4200,Japan,36.0930267,132.99,null
Kotzebue Electric Association - Saft,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2100,United States,66.8983333,-162.6,null
The Smart Sodium Storage Solution (S4) Project,Announced,Electro-chemical battery and chemical storage,Sodium-based battery,30,Australia,-33.8688197,151.21,null
Nauiyu (Daly River) Solar Project,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,800,Australia,-13.6126744,130.51,null
Reunion Island Pegase Project,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,1000,France,-20.96,55.65,null
Woojin/Maxwell Seoul Line 4 - Ssangmun Station (413),Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,2340,South Korea,37.6488107,127.03,null
"Germany Residential Energy Storage Systems - 34,000 PV Battery Storage Systems @ 2 kW",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,68000,Germany,51,7,null
SDG&E El Cajon Substation - AES,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,7500,United States,32.7947731,-116.96,Primary Distribution
SDG&E Escondido Substation - AES,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,30000,United States,33.1192068,-117.09,Primary Distribution
Puerto Errado 2 Thermosolar Power Plant,Operational,Thermal energy storage,Sensible heat,30000,Spain,38.283086,-1.6,null
2 MW / 6 MWh ViZn Energy - Ontario IESO Project - Hecate Energy,Contracted,Electro-chemical battery and chemical storage,Flow battery,2000,Canada,51.253775,-85.32,null
2 MWh - Napa Sanitation District - Tesla,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,United States,38.236511,-122.28,null
2 MW/ 4.4 MWh Puget Sound Energy - Glacier Battery Storage,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,United States,48.8901226,-121.95,Transmission
SCE Irvine Smart Grid Demonstration: CES,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,25,United States,33.6387024,-117.84,null
